{'stationid': 84, 'city': 'Brasov', 'temp': 4, 'rain': 0.98, 'wind': 3, 'direction': 'E', 'date': '2.01.2023'} 
{'stationid': 9, 'city': 'Brasov', 'temp': -3, 'rain': 0.26, 'wind': 13, 'direction': 'SE', 'date': '4.01.2023'} 
{'stationid': 92, 'city': 'Pascani', 'temp': 10, 'rain': 0.44, 'wind': 11, 'direction': 'N', 'date': '1.01.2023'} 
{'stationid': 20, 'city': 'Cluj', 'temp': 38, 'rain': 0.02, 'wind': 17, 'direction': 'NW', 'date': '1.01.2023'} 
{'stationid': 21, 'city': 'Cluj', 'temp': 15, 'rain': 0.44, 'wind': 30, 'direction': 'NW', 'date': '4.01.2023'} 
{'stationid': 86, 'city': 'Brasov', 'temp': 20, 'rain': 0.63, 'wind': 15, 'direction': 'E', 'date': '1.01.2023'} 
{'stationid': 3, 'city': 'Cluj', 'temp': 16, 'rain': 0.63, 'wind': 20, 'direction': 'E', 'date': '4.01.2023'} 
{'stationid': 63, 'city': 'Brasov', 'temp': 1, 'rain': 0.27, 'wind': 23, 'direction': 'S', 'date': '4.01.2023'} 
{'stationid': 64, 'city': 'Pascani', 'temp': 28, 'rain': 0.29, 'wind': 3, 'direction': 'S', 'date': '1.01.2023'} 
{'stationid': 36, 'city': 'Cluj', 'temp': -9, 'rain': 0.02, 'wind': 14, 'direction': 'S', 'date': '1.01.2023'} 
{'stationid': 33, 'city': 'Brasov', 'temp': 13, 'rain': 0.75, 'wind': 19, 'direction': 'NW', 'date': '3.01.2023'} 
{'stationid': 3, 'city': 'Brasov', 'temp': 10, 'rain': 0.17, 'wind': 24, 'direction': 'W', 'date': '4.01.2023'} 
{'stationid': 87, 'city': 'Pascani', 'temp': 1, 'rain': 0.92, 'wind': 19, 'direction': 'E', 'date': '2.01.2023'} 
{'stationid': 88, 'city': 'Pascani', 'temp': 21, 'rain': 0.67, 'wind': 20, 'direction': 'E', 'date': '3.01.2023'} 
{'stationid': 68, 'city': 'Cluj', 'temp': 7, 'rain': 0.27, 'wind': 3, 'direction': 'NE', 'date': '2.01.2023'} 
{'stationid': 55, 'city': 'Brasov', 'temp': 9, 'rain': 0.09, 'wind': 5, 'direction': 'NE', 'date': '2.01.2023'} 
{'stationid': 31, 'city': 'Brasov', 'temp': 19, 'rain': 0.64, 'wind': 26, 'direction': 'SE', 'date': '1.01.2023'} 
{'stationid': 99, 'city': 'Pascani', 'temp': -6, 'rain': 0.31, 'wind': 5, 'direction': 'SW', 'date': '3.01.2023'} 
{'stationid': 67, 'city': 'Pascani', 'temp': -1, 'rain': 0.03, 'wind': 29, 'direction': 'SW', 'date': '3.01.2023'} 
{'stationid': 75, 'city': 'Brasov', 'temp': 25, 'rain': 0.81, 'wind': 4, 'direction': 'E', 'date': '3.01.2023'} 
{'stationid': 95, 'city': 'Brasov', 'temp': 27, 'rain': 0.58, 'wind': 1, 'direction': 'SW', 'date': '3.01.2023'} 
{'stationid': 80, 'city': 'Pascani', 'temp': 31, 'rain': 0.87, 'wind': 24, 'direction': 'N', 'date': '2.01.2023'} 
{'stationid': 10, 'city': 'Cluj', 'temp': 23, 'rain': 0.54, 'wind': 24, 'direction': 'S', 'date': '2.01.2023'} 
{'stationid': 48, 'city': 'Pascani', 'temp': 38, 'rain': 0.86, 'wind': 29, 'direction': 'NW', 'date': '4.01.2023'} 
{'stationid': 90, 'city': 'Cluj', 'temp': 20, 'rain': 0.64, 'wind': 17, 'direction': 'E', 'date': '2.01.2023'} 
{'stationid': 44, 'city': 'Brasov', 'temp': -1, 'rain': 0.63, 'wind': 18, 'direction': 'SW', 'date': '4.01.2023'} 
{'stationid': 73, 'city': 'Pascani', 'temp': 26, 'rain': 0.14, 'wind': 7, 'direction': 'E', 'date': '2.01.2023'} 
{'stationid': 4, 'city': 'Pascani', 'temp': 0, 'rain': 0.92, 'wind': 30, 'direction': 'NE', 'date': '1.01.2023'} 
{'stationid': 27, 'city': 'Cluj', 'temp': 19, 'rain': 0.51, 'wind': 5, 'direction': 'E', 'date': '1.01.2023'} 
{'stationid': 21, 'city': 'Cluj', 'temp': 3, 'rain': 0.23, 'wind': 17, 'direction': 'SW', 'date': '2.01.2023'} 
{'stationid': 84, 'city': 'Cluj', 'temp': 0, 'rain': 0.9, 'wind': 24, 'direction': 'NW', 'date': '3.01.2023'} 
{'stationid': 16, 'city': 'Brasov', 'temp': 17, 'rain': 0.95, 'wind': 22, 'direction': 'N', 'date': '3.01.2023'} 
{'stationid': 3, 'city': 'Brasov', 'temp': 6, 'rain': 0.9, 'wind': 2, 'direction': 'NW', 'date': '2.01.2023'} 
{'stationid': 86, 'city': 'Pascani', 'temp': 8, 'rain': 0.18, 'wind': 20, 'direction': 'E', 'date': '2.01.2023'} 
{'stationid': 96, 'city': 'Brasov', 'temp': 18, 'rain': 0.88, 'wind': 20, 'direction': 'SE', 'date': '4.01.2023'} 
{'stationid': 59, 'city': 'Cluj', 'temp': 28, 'rain': 0.99, 'wind': 11, 'direction': 'SE', 'date': '3.01.2023'} 
{'stationid': 7, 'city': 'Pascani', 'temp': 25, 'rain': 0.41, 'wind': 9, 'direction': 'SW', 'date': '2.01.2023'} 
{'stationid': 6, 'city': 'Cluj', 'temp': 27, 'rain': 0.84, 'wind': 20, 'direction': 'NE', 'date': '1.01.2023'} 
{'stationid': 48, 'city': 'Cluj', 'temp': 2, 'rain': 0.68, 'wind': 9, 'direction': 'N', 'date': '3.01.2023'} 
{'stationid': 59, 'city': 'Pascani', 'temp': 31, 'rain': 0.95, 'wind': 15, 'direction': 'NE', 'date': '1.01.2023'} 
{'stationid': 52, 'city': 'Cluj', 'temp': 39, 'rain': 0.69, 'wind': 22, 'direction': 'W', 'date': '2.01.2023'} 
{'stationid': 68, 'city': 'Cluj', 'temp': 3, 'rain': 0.7, 'wind': 16, 'direction': 'E', 'date': '1.01.2023'} 
{'stationid': 87, 'city': 'Pascani', 'temp': 25, 'rain': 0.5, 'wind': 16, 'direction': 'NE', 'date': '4.01.2023'} 
{'stationid': 6, 'city': 'Cluj', 'temp': 17, 'rain': 0.96, 'wind': 7, 'direction': 'E', 'date': '4.01.2023'} 
{'stationid': 95, 'city': 'Cluj', 'temp': -7, 'rain': 0.92, 'wind': 6, 'direction': 'E', 'date': '1.01.2023'} 
{'stationid': 23, 'city': 'Cluj', 'temp': 8, 'rain': 0.33, 'wind': 2, 'direction': 'N', 'date': '1.01.2023'} 
{'stationid': 89, 'city': 'Cluj', 'temp': 16, 'rain': 0.56, 'wind': 25, 'direction': 'S', 'date': '2.01.2023'} 
{'stationid': 76, 'city': 'Cluj', 'temp': 5, 'rain': 0.28, 'wind': 28, 'direction': 'S', 'date': '4.01.2023'} 
{'stationid': 62, 'city': 'Pascani', 'temp': 31, 'rain': 0.62, 'wind': 9, 'direction': 'N', 'date': '2.01.2023'} 
{'stationid': 31, 'city': 'Cluj', 'temp': 7, 'rain': 0.33, 'wind': 1, 'direction': 'E', 'date': '1.01.2023'} 
{'stationid': 72, 'city': 'Pascani', 'temp': 28, 'rain': 0.32, 'wind': 5, 'direction': 'S', 'date': '3.01.2023'} 
{'stationid': 17, 'city': 'Cluj', 'temp': 35, 'rain': 0.61, 'wind': 21, 'direction': 'S', 'date': '2.01.2023'} 
{'stationid': 92, 'city': 'Brasov', 'temp': 25, 'rain': 0.34, 'wind': 0, 'direction': 'SW', 'date': '4.01.2023'} 
{'stationid': 79, 'city': 'Cluj', 'temp': 39, 'rain': 0.78, 'wind': 25, 'direction': 'NW', 'date': '4.01.2023'} 
{'stationid': 51, 'city': 'Brasov', 'temp': 23, 'rain': 0.74, 'wind': 13, 'direction': 'S', 'date': '4.01.2023'} 
{'stationid': 69, 'city': 'Cluj', 'temp': 0, 'rain': 0.31, 'wind': 29, 'direction': 'SE', 'date': '3.01.2023'} 
{'stationid': 85, 'city': 'Pascani', 'temp': 10, 'rain': 0.11, 'wind': 6, 'direction': 'S', 'date': '4.01.2023'} 
{'stationid': 8, 'city': 'Pascani', 'temp': 17, 'rain': 0.83, 'wind': 12, 'direction': 'W', 'date': '4.01.2023'} 
{'stationid': 5, 'city': 'Cluj', 'temp': -6, 'rain': 0.42, 'wind': 12, 'direction': 'E', 'date': '1.01.2023'} 
{'stationid': 71, 'city': 'Pascani', 'temp': 33, 'rain': 0.55, 'wind': 15, 'direction': 'SE', 'date': '2.01.2023'} 
{'stationid': 20, 'city': 'Cluj', 'temp': 34, 'rain': 0.09, 'wind': 2, 'direction': 'SW', 'date': '4.01.2023'} 
{'stationid': 48, 'city': 'Pascani', 'temp': 30, 'rain': 0.57, 'wind': 5, 'direction': 'S', 'date': '1.01.2023'} 
{'stationid': 32, 'city': 'Brasov', 'temp': -10, 'rain': 0.17, 'wind': 4, 'direction': 'E', 'date': '4.01.2023'} 
{'stationid': 58, 'city': 'Pascani', 'temp': 10, 'rain': 0.9, 'wind': 29, 'direction': 'N', 'date': '3.01.2023'} 
{'stationid': 64, 'city': 'Cluj', 'temp': 12, 'rain': 0.06, 'wind': 7, 'direction': 'S', 'date': '3.01.2023'} 
{'stationid': 49, 'city': 'Brasov', 'temp': 29, 'rain': 0.5, 'wind': 18, 'direction': 'N', 'date': '3.01.2023'} 
{'stationid': 42, 'city': 'Brasov', 'temp': 34, 'rain': 0.84, 'wind': 25, 'direction': 'N', 'date': '4.01.2023'} 
{'stationid': 37, 'city': 'Brasov', 'temp': 8, 'rain': 0.98, 'wind': 10, 'direction': 'NW', 'date': '3.01.2023'} 
{'stationid': 25, 'city': 'Cluj', 'temp': 14, 'rain': 0.02, 'wind': 9, 'direction': 'NE', 'date': '3.01.2023'} 
{'stationid': 68, 'city': 'Cluj', 'temp': 30, 'rain': 0.27, 'wind': 26, 'direction': 'NE', 'date': '2.01.2023'} 
{'stationid': 54, 'city': 'Pascani', 'temp': 15, 'rain': 0.27, 'wind': 29, 'direction': 'SW', 'date': '4.01.2023'} 
{'stationid': 100, 'city': 'Cluj', 'temp': 17, 'rain': 0.41, 'wind': 8, 'direction': 'NW', 'date': '3.01.2023'} 
{'stationid': 57, 'city': 'Cluj', 'temp': 2, 'rain': 0.97, 'wind': 10, 'direction': 'W', 'date': '1.01.2023'} 
{'stationid': 43, 'city': 'Cluj', 'temp': 28, 'rain': 0.65, 'wind': 11, 'direction': 'NE', 'date': '2.01.2023'} 
{'stationid': 7, 'city': 'Pascani', 'temp': -9, 'rain': 0.46, 'wind': 6, 'direction': 'W', 'date': '4.01.2023'} 
{'stationid': 79, 'city': 'Pascani', 'temp': 20, 'rain': 0.14, 'wind': 16, 'direction': 'N', 'date': '3.01.2023'} 
{'stationid': 20, 'city': 'Cluj', 'temp': 31, 'rain': 0.32, 'wind': 17, 'direction': 'NE', 'date': '2.01.2023'} 
{'stationid': 45, 'city': 'Pascani', 'temp': 21, 'rain': 0.93, 'wind': 18, 'direction': 'NW', 'date': '2.01.2023'} 
{'stationid': 24, 'city': 'Pascani', 'temp': 11, 'rain': 0.55, 'wind': 28, 'direction': 'S', 'date': '4.01.2023'} 
{'stationid': 46, 'city': 'Cluj', 'temp': 38, 'rain': 0.27, 'wind': 23, 'direction': 'NE', 'date': '1.01.2023'} 
{'stationid': 8, 'city': 'Brasov', 'temp': -8, 'rain': 0.21, 'wind': 25, 'direction': 'E', 'date': '2.01.2023'} 
{'stationid': 90, 'city': 'Pascani', 'temp': 17, 'rain': 0.74, 'wind': 5, 'direction': 'E', 'date': '1.01.2023'} 
{'stationid': 31, 'city': 'Cluj', 'temp': -1, 'rain': 0.52, 'wind': 7, 'direction': 'W', 'date': '2.01.2023'} 
{'stationid': 58, 'city': 'Cluj', 'temp': 30, 'rain': 0.15, 'wind': 28, 'direction': 'SE', 'date': '3.01.2023'} 
{'stationid': 49, 'city': 'Brasov', 'temp': -8, 'rain': 0.53, 'wind': 5, 'direction': 'SE', 'date': '4.01.2023'} 
{'stationid': 74, 'city': 'Brasov', 'temp': 4, 'rain': 0.36, 'wind': 0, 'direction': 'S', 'date': '4.01.2023'} 
{'stationid': 56, 'city': 'Pascani', 'temp': 25, 'rain': 0.11, 'wind': 9, 'direction': 'S', 'date': '4.01.2023'} 
{'stationid': 73, 'city': 'Pascani', 'temp': 31, 'rain': 0.48, 'wind': 24, 'direction': 'N', 'date': '4.01.2023'} 
{'stationid': 35, 'city': 'Brasov', 'temp': 39, 'rain': 0.62, 'wind': 16, 'direction': 'E', 'date': '4.01.2023'} 
{'stationid': 59, 'city': 'Brasov', 'temp': -1, 'rain': 0.71, 'wind': 30, 'direction': 'SE', 'date': '2.01.2023'} 
{'stationid': 8, 'city': 'Cluj', 'temp': 25, 'rain': 0.35, 'wind': 10, 'direction': 'E', 'date': '3.01.2023'} 
{'stationid': 7, 'city': 'Cluj', 'temp': 15, 'rain': 0.35, 'wind': 12, 'direction': 'S', 'date': '1.01.2023'} 
{'stationid': 86, 'city': 'Pascani', 'temp': 28, 'rain': 0.86, 'wind': 19, 'direction': 'NE', 'date': '4.01.2023'} 
{'stationid': 82, 'city': 'Cluj', 'temp': -10, 'rain': 0.23, 'wind': 22, 'direction': 'NE', 'date': '1.01.2023'} 
{'stationid': 79, 'city': 'Pascani', 'temp': -7, 'rain': 0.8, 'wind': 21, 'direction': 'SW', 'date': '4.01.2023'} 
{'stationid': 49, 'city': 'Cluj', 'temp': 19, 'rain': 0.43, 'wind': 16, 'direction': 'S', 'date': '3.01.2023'} 
{'stationid': 90, 'city': 'Pascani', 'temp': 24, 'rain': 0.75, 'wind': 25, 'direction': 'E', 'date': '3.01.2023'} 
{'stationid': 11, 'city': 'Pascani', 'temp': 0, 'rain': 0.42, 'wind': 18, 'direction': 'SE', 'date': '3.01.2023'} 
{'stationid': 90, 'city': 'Brasov', 'temp': 12, 'rain': 0.89, 'wind': 5, 'direction': 'NE', 'date': '4.01.2023'} 
{'stationid': 46, 'city': 'Brasov', 'temp': 39, 'rain': 0.14, 'wind': 8, 'direction': 'NW', 'date': '4.01.2023'} 
{'stationid': 5, 'city': 'Pascani', 'temp': 7, 'rain': 0.59, 'wind': 25, 'direction': 'W', 'date': '4.01.2023'} 
{'stationid': 56, 'city': 'Brasov', 'temp': 39, 'rain': 0.17, 'wind': 29, 'direction': 'E', 'date': '1.01.2023'} 
{'stationid': 83, 'city': 'Cluj', 'temp': 4, 'rain': 0.95, 'wind': 22, 'direction': 'SW', 'date': '3.01.2023'} 
{'stationid': 50, 'city': 'Cluj', 'temp': 25, 'rain': 0.09, 'wind': 11, 'direction': 'S', 'date': '4.01.2023'} 
{'stationid': 42, 'city': 'Pascani', 'temp': 16, 'rain': 0.11, 'wind': 19, 'direction': 'N', 'date': '4.01.2023'} 
{'stationid': 66, 'city': 'Pascani', 'temp': 20, 'rain': 0.02, 'wind': 23, 'direction': 'S', 'date': '3.01.2023'} 
{'stationid': 6, 'city': 'Cluj', 'temp': 18, 'rain': 0.98, 'wind': 8, 'direction': 'NW', 'date': '4.01.2023'} 
{'stationid': 0, 'city': 'Brasov', 'temp': -8, 'rain': 0.33, 'wind': 6, 'direction': 'W', 'date': '3.01.2023'} 
{'stationid': 11, 'city': 'Cluj', 'temp': -5, 'rain': 0.98, 'wind': 16, 'direction': 'SE', 'date': '4.01.2023'} 
{'stationid': 79, 'city': 'Cluj', 'temp': 25, 'rain': 0.22, 'wind': 20, 'direction': 'NW', 'date': '2.01.2023'} 
{'stationid': 67, 'city': 'Cluj', 'temp': 3, 'rain': 0.73, 'wind': 19, 'direction': 'SW', 'date': '2.01.2023'} 
{'stationid': 41, 'city': 'Pascani', 'temp': 15, 'rain': 0.14, 'wind': 14, 'direction': 'N', 'date': '4.01.2023'} 
{'stationid': 21, 'city': 'Brasov', 'temp': 33, 'rain': 0.86, 'wind': 27, 'direction': 'SW', 'date': '2.01.2023'} 
{'stationid': 70, 'city': 'Pascani', 'temp': 7, 'rain': 0.84, 'wind': 28, 'direction': 'W', 'date': '1.01.2023'} 
{'stationid': 41, 'city': 'Brasov', 'temp': 12, 'rain': 0.16, 'wind': 2, 'direction': 'E', 'date': '3.01.2023'} 
{'stationid': 66, 'city': 'Brasov', 'temp': 6, 'rain': 0.28, 'wind': 21, 'direction': 'NE', 'date': '2.01.2023'} 
{'stationid': 39, 'city': 'Cluj', 'temp': 12, 'rain': 0.69, 'wind': 12, 'direction': 'NW', 'date': '2.01.2023'} 
{'stationid': 52, 'city': 'Brasov', 'temp': 7, 'rain': 0.96, 'wind': 11, 'direction': 'E', 'date': '3.01.2023'} 
{'stationid': 92, 'city': 'Brasov', 'temp': 39, 'rain': 0.03, 'wind': 11, 'direction': 'NE', 'date': '4.01.2023'} 
{'stationid': 73, 'city': 'Pascani', 'temp': 8, 'rain': 0.6, 'wind': 23, 'direction': 'N', 'date': '3.01.2023'} 
{'stationid': 79, 'city': 'Cluj', 'temp': 21, 'rain': 0.41, 'wind': 21, 'direction': 'S', 'date': '2.01.2023'} 
{'stationid': 27, 'city': 'Pascani', 'temp': 6, 'rain': 0.6, 'wind': 2, 'direction': 'SW', 'date': '3.01.2023'} 
{'stationid': 14, 'city': 'Cluj', 'temp': 25, 'rain': 0.72, 'wind': 30, 'direction': 'W', 'date': '3.01.2023'} 
{'stationid': 72, 'city': 'Pascani', 'temp': 23, 'rain': 0.05, 'wind': 24, 'direction': 'N', 'date': '3.01.2023'} 
{'stationid': 69, 'city': 'Cluj', 'temp': 5, 'rain': 0.94, 'wind': 30, 'direction': 'NE', 'date': '4.01.2023'} 
{'stationid': 50, 'city': 'Pascani', 'temp': 1, 'rain': 0.77, 'wind': 8, 'direction': 'S', 'date': '2.01.2023'} 
{'stationid': 91, 'city': 'Pascani', 'temp': 22, 'rain': 0.6, 'wind': 21, 'direction': 'E', 'date': '2.01.2023'} 
{'stationid': 89, 'city': 'Brasov', 'temp': 17, 'rain': 0.57, 'wind': 22, 'direction': 'SW', 'date': '4.01.2023'} 
{'stationid': 34, 'city': 'Brasov', 'temp': -8, 'rain': 0.94, 'wind': 10, 'direction': 'SE', 'date': '4.01.2023'} 
{'stationid': 87, 'city': 'Brasov', 'temp': -3, 'rain': 0.02, 'wind': 17, 'direction': 'NW', 'date': '2.01.2023'} 
{'stationid': 23, 'city': 'Pascani', 'temp': 11, 'rain': 0.87, 'wind': 23, 'direction': 'SW', 'date': '3.01.2023'} 
{'stationid': 1, 'city': 'Brasov', 'temp': -9, 'rain': 0.1, 'wind': 9, 'direction': 'S', 'date': '3.01.2023'} 
{'stationid': 19, 'city': 'Pascani', 'temp': 6, 'rain': 0.77, 'wind': 0, 'direction': 'SW', 'date': '3.01.2023'} 
{'stationid': 74, 'city': 'Brasov', 'temp': -2, 'rain': 0.05, 'wind': 30, 'direction': 'SE', 'date': '2.01.2023'} 
{'stationid': 29, 'city': 'Pascani', 'temp': -7, 'rain': 0.49, 'wind': 15, 'direction': 'E', 'date': '2.01.2023'} 
{'stationid': 100, 'city': 'Pascani', 'temp': 33, 'rain': 0.27, 'wind': 3, 'direction': 'NW', 'date': '3.01.2023'} 
{'stationid': 38, 'city': 'Pascani', 'temp': -1, 'rain': 0.66, 'wind': 6, 'direction': 'N', 'date': '4.01.2023'} 
{'stationid': 9, 'city': 'Cluj', 'temp': 16, 'rain': 0.38, 'wind': 24, 'direction': 'NW', 'date': '4.01.2023'} 
{'stationid': 79, 'city': 'Pascani', 'temp': 11, 'rain': 0.84, 'wind': 5, 'direction': 'NE', 'date': '2.01.2023'} 
{'stationid': 0, 'city': 'Pascani', 'temp': -1, 'rain': 0.2, 'wind': 24, 'direction': 'NW', 'date': '2.01.2023'} 
{'stationid': 21, 'city': 'Brasov', 'temp': -6, 'rain': 0.99, 'wind': 8, 'direction': 'SE', 'date': '4.01.2023'} 
{'stationid': 59, 'city': 'Brasov', 'temp': 4, 'rain': 0.83, 'wind': 28, 'direction': 'N', 'date': '2.01.2023'} 
{'stationid': 20, 'city': 'Cluj', 'temp': 37, 'rain': 0.45, 'wind': 1, 'direction': 'SE', 'date': '3.01.2023'} 
{'stationid': 12, 'city': 'Cluj', 'temp': 37, 'rain': 0.93, 'wind': 15, 'direction': 'NW', 'date': '1.01.2023'} 
{'stationid': 46, 'city': 'Pascani', 'temp': 1, 'rain': 0.29, 'wind': 25, 'direction': 'S', 'date': '1.01.2023'} 
{'stationid': 99, 'city': 'Pascani', 'temp': -2, 'rain': 0.45, 'wind': 6, 'direction': 'SW', 'date': '3.01.2023'} 
{'stationid': 52, 'city': 'Cluj', 'temp': 7, 'rain': 0.08, 'wind': 9, 'direction': 'S', 'date': '2.01.2023'} 
{'stationid': 23, 'city': 'Cluj', 'temp': -2, 'rain': 0.74, 'wind': 26, 'direction': 'N', 'date': '1.01.2023'} 
{'stationid': 69, 'city': 'Cluj', 'temp': 27, 'rain': 0.74, 'wind': 13, 'direction': 'NE', 'date': '4.01.2023'} 
{'stationid': 57, 'city': 'Pascani', 'temp': 34, 'rain': 0.53, 'wind': 20, 'direction': 'E', 'date': '3.01.2023'} 
{'stationid': 54, 'city': 'Cluj', 'temp': -8, 'rain': 0.7, 'wind': 4, 'direction': 'S', 'date': '2.01.2023'} 
{'stationid': 71, 'city': 'Pascani', 'temp': 22, 'rain': 0.27, 'wind': 18, 'direction': 'N', 'date': '4.01.2023'} 
{'stationid': 36, 'city': 'Pascani', 'temp': 35, 'rain': 0.24, 'wind': 16, 'direction': 'S', 'date': '4.01.2023'} 
{'stationid': 46, 'city': 'Cluj', 'temp': 3, 'rain': 0.57, 'wind': 18, 'direction': 'NE', 'date': '2.01.2023'} 
{'stationid': 78, 'city': 'Cluj', 'temp': -8, 'rain': 0.12, 'wind': 20, 'direction': 'S', 'date': '1.01.2023'} 
{'stationid': 25, 'city': 'Cluj', 'temp': -4, 'rain': 0.43, 'wind': 8, 'direction': 'E', 'date': '2.01.2023'} 
{'stationid': 38, 'city': 'Brasov', 'temp': -3, 'rain': 0.96, 'wind': 29, 'direction': 'NE', 'date': '4.01.2023'} 
{'stationid': 38, 'city': 'Brasov', 'temp': 1, 'rain': 0.1, 'wind': 10, 'direction': 'E', 'date': '2.01.2023'} 
{'stationid': 0, 'city': 'Cluj', 'temp': 3, 'rain': 0.07, 'wind': 20, 'direction': 'NW', 'date': '3.01.2023'} 
{'stationid': 82, 'city': 'Cluj', 'temp': 30, 'rain': 0.84, 'wind': 0, 'direction': 'NW', 'date': '4.01.2023'} 
{'stationid': 89, 'city': 'Brasov', 'temp': 8, 'rain': 0.51, 'wind': 9, 'direction': 'SE', 'date': '1.01.2023'} 
{'stationid': 88, 'city': 'Pascani', 'temp': 9, 'rain': 0.64, 'wind': 9, 'direction': 'E', 'date': '1.01.2023'} 
{'stationid': 4, 'city': 'Pascani', 'temp': 26, 'rain': 0.34, 'wind': 12, 'direction': 'W', 'date': '4.01.2023'} 
{'stationid': 93, 'city': 'Brasov', 'temp': 39, 'rain': 0.61, 'wind': 16, 'direction': 'N', 'date': '3.01.2023'} 
{'stationid': 33, 'city': 'Cluj', 'temp': 21, 'rain': 0.65, 'wind': 24, 'direction': 'N', 'date': '2.01.2023'} 
{'stationid': 33, 'city': 'Pascani', 'temp': 16, 'rain': 0.9, 'wind': 24, 'direction': 'S', 'date': '3.01.2023'} 
{'stationid': 49, 'city': 'Cluj', 'temp': 36, 'rain': 0.29, 'wind': 27, 'direction': 'N', 'date': '2.01.2023'} 
{'stationid': 52, 'city': 'Brasov', 'temp': -7, 'rain': 0.47, 'wind': 25, 'direction': 'NW', 'date': '4.01.2023'} 
{'stationid': 85, 'city': 'Brasov', 'temp': 1, 'rain': 0.1, 'wind': 23, 'direction': 'S', 'date': '3.01.2023'} 
{'stationid': 77, 'city': 'Pascani', 'temp': 0, 'rain': 0.78, 'wind': 14, 'direction': 'SE', 'date': '3.01.2023'} 
{'stationid': 47, 'city': 'Brasov', 'temp': 6, 'rain': 0.94, 'wind': 27, 'direction': 'SW', 'date': '2.01.2023'} 
{'stationid': 79, 'city': 'Brasov', 'temp': 33, 'rain': 0.59, 'wind': 16, 'direction': 'E', 'date': '2.01.2023'} 
{'stationid': 10, 'city': 'Pascani', 'temp': 38, 'rain': 0.44, 'wind': 15, 'direction': 'SW', 'date': '2.01.2023'} 
{'stationid': 19, 'city': 'Pascani', 'temp': 13, 'rain': 0.38, 'wind': 28, 'direction': 'SE', 'date': '4.01.2023'} 
{'stationid': 21, 'city': 'Pascani', 'temp': 26, 'rain': 0.12, 'wind': 6, 'direction': 'W', 'date': '2.01.2023'} 
{'stationid': 70, 'city': 'Brasov', 'temp': 0, 'rain': 0.48, 'wind': 17, 'direction': 'SW', 'date': '4.01.2023'} 
{'stationid': 19, 'city': 'Pascani', 'temp': 24, 'rain': 0.3, 'wind': 16, 'direction': 'SE', 'date': '4.01.2023'} 
{'stationid': 56, 'city': 'Brasov', 'temp': 27, 'rain': 0.73, 'wind': 3, 'direction': 'SW', 'date': '1.01.2023'} 
{'stationid': 57, 'city': 'Brasov', 'temp': 6, 'rain': 0.39, 'wind': 5, 'direction': 'W', 'date': '4.01.2023'} 
{'stationid': 43, 'city': 'Brasov', 'temp': 32, 'rain': 0.86, 'wind': 8, 'direction': 'NW', 'date': '4.01.2023'} 
{'stationid': 61, 'city': 'Brasov', 'temp': -9, 'rain': 0.8, 'wind': 6, 'direction': 'NE', 'date': '1.01.2023'} 
{'stationid': 62, 'city': 'Cluj', 'temp': 0, 'rain': 0.11, 'wind': 21, 'direction': 'S', 'date': '1.01.2023'} 
{'stationid': 70, 'city': 'Cluj', 'temp': -9, 'rain': 0.75, 'wind': 26, 'direction': 'SE', 'date': '4.01.2023'} 
{'stationid': 42, 'city': 'Cluj', 'temp': 18, 'rain': 0.71, 'wind': 27, 'direction': 'S', 'date': '1.01.2023'} 
{'stationid': 81, 'city': 'Pascani', 'temp': 30, 'rain': 0.54, 'wind': 15, 'direction': 'N', 'date': '1.01.2023'} 
{'stationid': 40, 'city': 'Cluj', 'temp': 7, 'rain': 0.89, 'wind': 17, 'direction': 'NW', 'date': '4.01.2023'} 
{'stationid': 1, 'city': 'Pascani', 'temp': 7, 'rain': 0.36, 'wind': 12, 'direction': 'E', 'date': '2.01.2023'} 
{'stationid': 2, 'city': 'Brasov', 'temp': 16, 'rain': 0.4, 'wind': 11, 'direction': 'SW', 'date': '3.01.2023'} 
{'stationid': 62, 'city': 'Cluj', 'temp': -10, 'rain': 0.8, 'wind': 4, 'direction': 'E', 'date': '1.01.2023'} 
{'stationid': 89, 'city': 'Cluj', 'temp': -5, 'rain': 0.41, 'wind': 29, 'direction': 'E', 'date': '1.01.2023'} 
{'stationid': 20, 'city': 'Brasov', 'temp': -3, 'rain': 0.69, 'wind': 19, 'direction': 'NW', 'date': '3.01.2023'} 
{'stationid': 87, 'city': 'Brasov', 'temp': 35, 'rain': 0.37, 'wind': 9, 'direction': 'SW', 'date': '2.01.2023'} 
{'stationid': 80, 'city': 'Pascani', 'temp': 40, 'rain': 0.26, 'wind': 22, 'direction': 'NW', 'date': '1.01.2023'} 
{'stationid': 16, 'city': 'Cluj', 'temp': -3, 'rain': 0.54, 'wind': 11, 'direction': 'S', 'date': '2.01.2023'} 
{'stationid': 75, 'city': 'Pascani', 'temp': 21, 'rain': 0.42, 'wind': 17, 'direction': 'SW', 'date': '2.01.2023'} 
{'stationid': 74, 'city': 'Brasov', 'temp': 12, 'rain': 0.99, 'wind': 27, 'direction': 'E', 'date': '1.01.2023'} 
{'stationid': 16, 'city': 'Brasov', 'temp': 26, 'rain': 0.23, 'wind': 23, 'direction': 'SW', 'date': '1.01.2023'} 
{'stationid': 86, 'city': 'Pascani', 'temp': 28, 'rain': 0.41, 'wind': 3, 'direction': 'N', 'date': '4.01.2023'} 
